slug,label,category,family,frequency,pretrend_label,post_mean_ref0,post_abs_mean_ref0,max_abs_pretrend_t,n_pre_p05,n_obs,n_munis,n_treated,n_never,sample_year_min,sample_year_max,post_min_ref0,post_max_ref0,post_sign_share,n_post_raw_p05,n_post_ref0_ci_excludes0_naive,post_n,figure_path,output_dir
inep_ind_publica_dsu_ef_anos_finais,Publica Dsu Ef Anos Finais,education,teacher_profile,annual,fail,1.5599007979550212,1.5599007979550212,6.073981241785924,5,40352,4037,2792,1244,2011,2020,0.6226387758115858,4.122133030831655,1.0,8,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_ef_anos_finais
inep_ind_publica_taxa_aprovacao_ef,Publica Taxa Aprovacao Ef,education,dropout_flow,annual,fail,1.5381084021989055,1.5381084021989055,4.56239054773827,4,52440,4037,2792,1244,2007,2019,-0.0247428248198086,5.317207056108722,0.875,7,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_ef
sinasc_highedu_teen_mother_share_known_pp,Teen mother share: High education proxy,birth_health,sinasc_highedu,annual,fail,1.5270306656219943,1.5270306656219943,4.246979012497415,5,84584,4037,2792,1244,2000,2020,0.1908757180404328,3.956106521872175,1.0,8,7,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_teen_mother_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_teen_mother_share_known_pp
public_eja_enrollment_per_1000,"EJA enrollment per 1,000 residents, public schools",adult_eja,adult_enrollment,annual,fail,-1.444472147659154,1.444472147659154,10.50983968375778,8,56482,4037,2792,1244,2007,2020,-3.134467321506268,0.0544327348756841,0.875,6,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/public_eja_enrollment_per_1000
imun_rotavirus_pp,Rotavirus coverage,birth_health,immunization,annual,fail,1.3917373843844263,1.3917373843844263,2.626739012555449,2,60495,4037,2792,1244,2006,2020,-2.000959041517643,7.320938226325076,0.75,5,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_rotavirus_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_rotavirus_pp
saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2,Public Estadual Municipal Grade9 Math Low Levels 0 2,education,achievement,biennial,fail,-1.3767547317575106,1.3767547317575106,5.841091709707369,2,19482,4037,2788,1244,2010,2018,-4.281492985459992,0.0781196536779857,0.3333333333333333,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_math_saeb_low_levels_0_2
imun_pneumococica_pp,Pneumococcal coverage,birth_health,immunization,annual,fail,1.3662502185642893,1.3662502185642893,4.933315511300735,4,44371,4037,2792,1244,2010,2020,-3.0027106117623825,7.113456634406748,0.75,3,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_pneumococica_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_pneumococica_pp
imun_meningococo_pp,Meningococcal coverage,birth_health,immunization,annual,fail,1.3574657871313978,1.3574657871313978,5.6038606943889,2,44371,4037,2792,1244,2010,2020,-2.1076990559116315,7.626753056192001,0.625,5,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_meningococo_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_meningococo_pp
ieps_cob_ab_pp,IEPS primary-care coverage,birth_health,ieps,annual,fail,-1.3536914649402156,1.3536914649402156,5.5264166634069865,6,44381,4037,2792,1244,2010,2020,-4.045496950004277,0.0566045898218716,0.875,8,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_ab_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_ab_pp
ieps_cob_esf_pp,IEPS Family Health Strategy coverage,birth_health,ieps,annual,fail,-1.3169607013653035,1.3169607013653035,6.0175072447253175,7,44381,4037,2792,1244,2010,2020,-4.923876047275669,-0.006085271252862,1.0,6,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_cob_esf_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_cob_esf_pp
saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2,Public Estadual Municipal Grade9 Portuguese Low Levels 0 2,education,achievement,biennial,fail,-1.3146818597448533,1.3146818597448533,8.147075109259207,3,19482,4037,2788,1244,2010,2018,-3.401525188733734,0.0117882855961837,0.6666666666666666,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_saeb_low_levels_0_2
inep_ind_municipal_dsu_ef,Municipal Dsu Ef,education,teacher_profile,annual,fail,1.2828642949542644,1.2828642949542644,5.059515853135351,5,40218,4037,2784,1241,2011,2020,0.1425004378272947,3.1578321093506507,1.0,7,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_dsu_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_municipal_dsu_ef
ideb_municipal_ef_final_nota_saeb_lingua_portuguesa,Municipal Ef Final Nota Lingua Portuguesa,education,achievement,biennial,fail,1.277659539941436,1.277659539941436,6.25439616326408,4,17379,4037,1911,701,2004,2018,0.0543998838703192,3.479995096818348,1.0,3,1,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_final_nota_saeb_lingua_portuguesa_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_final_nota_saeb_lingua_portuguesa
ideb_publica_ef_initial_nota_saeb_lingua_portuguesa,Publica Ef Initial Nota Lingua Portuguesa,education,achievement,biennial,fail,-1.2724708218237988,1.2724708218237988,4.819597364830528,3,26874,4037,2777,1244,2004,2018,-1.9285675327473983,-0.3143479288849677,1.0,0,1,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_nota_saeb_lingua_portuguesa_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_nota_saeb_lingua_portuguesa
inep_ind_publica_tdi_em,Publica Tdi Em,education,dropout_flow,annual,fail,-1.2511363421968096,1.2511363421968096,10.077731589036938,8,60264,4037,2786,1244,2006,2020,-4.598523001320316,0.4021722006606875,0.75,6,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_tdi_em
sinasc_lowedu_prenatal_1to3_share_known_pp,1-3 prenatal visits share: Low education proxy,birth_health,sinasc_lowedu,annual,fail,-1.2475510063626971,1.2475510063626971,6.552088251970001,8,84310,4037,2792,1244,2000,2020,-3.628238144201953,-0.0345837782529108,1.0,7,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_prenatal_1to3_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_prenatal_1to3_share_known_pp
inep_transition_total_taxa_promocao_ef_anos_iniciais,Total Taxa Promocao Ef Anos Iniciais,education,dropout_flow,annual,fail,1.217961817988335,1.217961817988335,5.822644565896858,6,52442,4037,2792,1244,2008,2020,0.0713890548696955,4.546715665119951,1.0,8,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_promocao_ef_anos_iniciais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_promocao_ef_anos_iniciais
municipal_eja_teacher_share,"EJA teacher share, municipal schools",adult_eja,adult_teachers,annual,fail,1.2086275081780051,1.2086275081780051,3.296881401661318,4,56446,4037,2790,1244,2007,2020,0.2268216114025703,3.1089303562993003,1.0,8,7,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_teacher_share_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_teachers/municipal_eja_teacher_share
sinasc_highedu_prenatal_7plus_share_known_pp,7+ prenatal visits share: High education proxy,birth_health,sinasc_highedu,annual,fail,1.1889853216633466,1.1889853216633466,6.272928696253928,8,84580,4037,2792,1244,2000,2020,-0.5986131378980328,5.09317783315889,0.75,8,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_prenatal_7plus_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_prenatal_7plus_share_known_pp
inep_transition_publica_taxa_promocao_ef_anos_iniciais,Publica Taxa Promocao Ef Anos Iniciais,education,dropout_flow,annual,fail,1.1825499979221334,1.1825499979221334,5.562287052306699,6,52442,4037,2792,1244,2008,2020,0.0534549126421272,4.587704190133287,1.0,7,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef_anos_iniciais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_promocao_ef_anos_iniciais
inep_transition_total_taxa_promocao_ef_anos_finais,Total Taxa Promocao Ef Anos Finais,education,dropout_flow,annual,fail,1.1669864464274902,1.1669864464274902,2.9834499055117623,3,52442,4037,2792,1244,2008,2020,-0.2270413802687238,5.090380974478966,0.625,6,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_promocao_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_promocao_ef_anos_finais
ieps_mortality_ill_defined_pp,IEPS ill-defined mortality share,birth_health,ieps,annual,fail,1.1364214177947063,1.1364214177947063,3.184931293580332,5,44383,4037,2792,1244,2010,2020,0.1986568337567297,3.546147299877675,1.0,8,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_mortality_ill_defined_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_mortality_ill_defined_pp
inep_ind_publica_tdi_ef,Publica Tdi Ef,education,dropout_flow,annual,fail,-1.1347357716704904,1.1347357716704904,4.913443706636127,6,60503,4037,2792,1244,2006,2020,-4.021675784085698,0.3161619070290286,0.875,7,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_tdi_ef
inep_transition_total_taxa_promocao_ef,Total Taxa Promocao Ef,education,dropout_flow,annual,fail,1.1341186742290728,1.1341186742290728,5.527505902419728,6,52442,4037,2792,1244,2008,2020,-0.0637281004137269,4.633446576924035,0.75,6,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_promocao_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_promocao_ef
inep_ind_publica_taxa_abandono_ef_anos_finais,Publica Taxa Abandono Ef Anos Finais,education,dropout_flow,annual,fail,-1.122136841659334,1.122136841659334,7.981098935307157,7,52439,4037,2792,1244,2007,2019,-3.492519156551094,-0.0078781213386899,1.0,8,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_abandono_ef_anos_finais
public_eja_teacher_share,"EJA teacher share, public schools",adult_eja,adult_teachers,annual,fail,1.1141046811884914,1.1141046811884914,9.356209210095647,8,56478,4037,2792,1244,2007,2020,0.0161064782072248,3.4657590626583823,1.0,8,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_eja_teacher_share_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_teachers/public_eja_teacher_share
inep_ind_publica_afd_em_grupo_5,Publica Afd Em Grupo 5,education,teacher_profile,annual,fail,-1.1099935799147649,1.1099935799147649,4.2661367573087485,3,32224,4037,2784,1244,2013,2020,-1.4227024471169163,-0.748075654082693,1.0,6,6,6,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_afd_em_grupo_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_afd_em_grupo_5
inep_ind_municipal_tdi_ef,Municipal Tdi Ef,education,dropout_flow,annual,fail,-1.1002926434285474,1.1002926434285474,4.58287340378878,6,59811,4037,2784,1241,2006,2020,-3.859881063768508,0.0993747044235836,0.875,8,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_tdi_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_tdi_ef
inep_transition_publica_taxa_promocao_ef_anos_finais,Publica Taxa Promocao Ef Anos Finais,education,dropout_flow,annual,fail,1.0833329270385406,1.0833329270385406,2.529822679775945,2,52442,4037,2792,1244,2008,2020,-0.3492954322248703,4.957886971645585,0.625,5,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_promocao_ef_anos_finais
inep_ind_publica_afd_em_grupo_1,Publica Afd Em Grupo 1,education,teacher_profile,annual,fail,1.0811803168300458,1.0811803168300458,2.585050709233795,2,32224,4037,2784,1244,2013,2020,0.2646708633981403,1.600925797585393,1.0,3,3,6,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_afd_em_grupo_1_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_afd_em_grupo_1
inep_transition_total_taxa_repetencia_ef_anos_finais,Total Taxa Repetencia Ef Anos Finais,education,dropout_flow,annual,fail,-1.0788490873877017,1.0788490873877017,3.6833116401240735,3,52442,4037,2792,1244,2008,2020,-3.8809385489432406,-0.0509684709966249,1.0,7,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_finais
municipal_eja_enrollment_per_1000,"EJA enrollment per 1,000 residents, municipal schools",adult_eja,adult_enrollment,annual,fail,1.070912794532379,1.070912794532379,2.69181354984378,3,56482,4037,2792,1244,2007,2020,-0.3229404447877725,3.832786156454047,0.75,4,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/municipal_eja_enrollment_per_1000
inep_ind_publica_tdi_ef_anos_finais,Publica Tdi Ef Anos Finais,education,dropout_flow,annual,fail,-1.0702241726995156,1.0702241726995156,4.213105286894789,2,60502,4037,2792,1244,2006,2020,-4.263874521669215,0.8336891777827727,0.75,5,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_tdi_ef_anos_finais
inep_transition_publica_taxa_promocao_ef,Publica Taxa Promocao Ef,education,dropout_flow,annual,fail,1.0611822265415525,1.0611822265415525,5.01552739965831,4,52442,4037,2792,1244,2008,2020,-0.1071686548756346,4.566438186605496,0.625,5,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_promocao_ef
inep_transition_publica_taxa_repetencia_ef_anos_finais,Publica Taxa Repetencia Ef Anos Finais,education,dropout_flow,annual,fail,-1.0407823442369375,1.0407823442369375,3.377022765053237,2,52442,4037,2792,1244,2008,2020,-3.8200893322399305,-0.0206490361111714,1.0,6,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_finais
ideb_municipal_ef_final_nota_saeb_matematica,Municipal Ef Final Nota Matematica,education,achievement,biennial,fail,1.040602769472689,1.040602769472689,5.823319862230006,4,17379,4037,1911,701,2004,2018,-0.318752326228882,3.27955672250273,0.75,3,1,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_final_nota_saeb_matematica_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_final_nota_saeb_matematica
child_spending_share_clean,"Child/basic share of education spending, clean denominator",adult_eja,spending,annual,fail,1.0296228492682309,1.0296228492682309,2.5734477099614006,3,64079,4037,2790,1244,2004,2020,-1.3180369988863208,4.267030209714987,0.625,4,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_spending_share_clean_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/spending/child_spending_share_clean
sinasc_all_prenatal_1to3_share_known_pp,1-3 prenatal visits share: All mothers,birth_health,sinasc_all,annual,fail,-1.0160473015544798,1.0160473015544798,6.761536597141693,8,84607,4037,2792,1244,2000,2020,-2.868811417098029,-0.1045852431334741,1.0,8,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_1to3_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_prenatal_1to3_share_known_pp
inep_ind_publica_taxa_reprovacao_em,Publica Taxa Reprovacao Em,education,dropout_flow,annual,fail,1.0119607389950716,1.0119607389950716,7.020341762413045,8,52275,4037,2786,1244,2007,2019,0.2504863137793678,1.943779960955174,1.0,8,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_reprovacao_em
sinasc_lowedu_no_prenatal_share_known_pp,No prenatal visits share: Low education proxy,birth_health,sinasc_lowedu,annual,fail,-0.9965969179655494,0.9965969179655494,3.5698802065015296,6,84310,4037,2792,1244,2000,2020,-2.336916184707892,-0.0681672838865673,1.0,6,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_no_prenatal_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_no_prenatal_share_known_pp
inep_transition_total_taxa_repetencia_ef,Total Taxa Repetencia Ef,education,dropout_flow,annual,fail,-0.9620400765370012,0.9620400765370012,6.072714318178987,6,52442,4037,2792,1244,2008,2020,-3.7178437459876656,-0.0239335460223044,1.0,7,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef
inep_transition_total_taxa_repetencia_ef_anos_iniciais,Total Taxa Repetencia Ef Anos Iniciais,education,dropout_flow,annual,fail,-0.9236957226620072,0.9236957226620072,5.870492286073263,6,52442,4037,2792,1244,2008,2020,-3.6753106941428433,-0.0215519713919173,1.0,7,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_iniciais
inep_transition_publica_taxa_repetencia_ef,Publica Taxa Repetencia Ef,education,dropout_flow,annual,fail,-0.9164445973705552,0.9164445973705552,5.617349738238605,5,52442,4037,2792,1244,2008,2020,-3.681092018261457,-0.0104706726083001,1.0,6,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef
inep_transition_publica_taxa_repetencia_ef_anos_iniciais,Publica Taxa Repetencia Ef Anos Iniciais,education,dropout_flow,annual,fail,-0.8808623866806,0.8808623866806,5.543044734547513,6,52442,4037,2792,1244,2008,2020,-3.678857265346604,-0.0075246290567846,1.0,5,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_iniciais
inep_ind_municipal_taxa_abandono_ef,Municipal Taxa Abandono Ef,education,dropout_flow,annual,fail,-0.8785308634282274,0.8785308634282274,6.3940591500425485,7,52118,4037,2784,1242,2007,2019,-2.4600823869181845,-0.0939700578973903,1.0,8,7,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_abandono_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_taxa_abandono_ef
municipal_eja_enrollment_share,"EJA share of selected enrollment, municipal schools",adult_eja,adult_enrollment,annual,fail,0.8698901627023922,0.8698901627023922,4.408753012151662,6,56447,4037,2790,1244,2007,2020,0.0864965844319891,2.601900876470055,1.0,8,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_share_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/municipal_eja_enrollment_share
sinasc_highedu_csection_share_known_pp,C-section share: High education proxy,birth_health,sinasc_highedu,annual,fail,-0.8664442959486324,0.8664442959486324,10.569514216674248,8,84582,4037,2792,1244,2000,2020,-2.9647812440105623,0.7985091743258339,0.625,4,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_csection_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_csection_share_known_pp
sinasc_dedicated_mean_birthweight_all,SINASC mean birthweight: all births,birth_health,sinasc_dedicated,annual,fail,-0.8527603180445628,0.8527603180445628,5.060442697062004,8,84607,4037,2792,1244,2000,2020,-4.227247894107293,2.938656272969409,0.5,5,1,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_all_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated/sinasc_dedicated_mean_birthweight_all
sinasc_all_mean_birthweight_grams,Mean birthweight: All mothers,birth_health,sinasc_all,annual,fail,-0.8527603180445628,0.8527603180445628,5.060442697062007,8,84607,4037,2792,1244,2000,2020,-4.227247894107295,2.938656272969413,0.5,5,1,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_mean_birthweight_grams_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_mean_birthweight_grams
imun_cobertura_total_pp,Total immunization coverage,birth_health,immunization,annual,fail,-0.8379056414395385,0.8379056414395385,8.016678436514596,8,84548,4037,2792,1244,2000,2020,-6.863826285428525,3.8351112042146234,0.5,6,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_cobertura_total_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_cobertura_total_pp
sinasc_all_no_prenatal_share_known_pp,No prenatal visits share: All mothers,birth_health,sinasc_all,annual,fail,-0.828997872898053,0.828997872898053,3.2896169498243872,4,84607,4037,2792,1244,2000,2020,-2.153936917906108,0.0140224326413038,0.75,6,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_no_prenatal_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_no_prenatal_share_known_pp
inep_ind_publica_taxa_abandono_ef,Publica Taxa Abandono Ef,education,dropout_flow,annual,fail,-0.8212639656910181,0.8212639656910181,8.320705093348584,8,52440,4037,2792,1244,2007,2019,-2.3320743360472544,-0.0208024036723178,1.0,8,7,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_abandono_ef
sinasc_lowedu_mother_35plus_share_known_pp,Mother age 35+ share: Low education proxy,birth_health,sinasc_lowedu,annual,fail,-0.7635819302435689,0.7635819302435689,5.420842265032189,7,84312,4037,2792,1244,2000,2020,-2.265989792722924,0.4169096939361892,0.75,7,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mother_35plus_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_mother_35plus_share_known_pp
inep_ind_publica_taxa_aprovacao_em,Publica Taxa Aprovacao Em,education,dropout_flow,annual,fail,0.7265489961896807,0.7265489961896807,3.702193391935958,2,52275,4037,2786,1244,2007,2019,-1.8371869934925045,3.7312479790558735,0.5,5,5,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_em
