slug,label,category,family,frequency,pretrend_label,post_mean_ref0,post_abs_mean_ref0,max_abs_pretrend_t,n_pre_p05,n_obs,n_munis,n_treated,n_never,sample_year_min,sample_year_max,post_min_ref0,post_max_ref0,post_sign_share,n_post_raw_p05,n_post_ref0_ci_excludes0_naive,post_n,figure_path,output_dir
siconfi_cycle2_infrastructure_spending_log_pc,"Infrastructure expenditure per capita, log(1+x), cycle2",siconfi_log_pc,infrastructure_spending,cycle2,near,0.0768722183674591,0.0768722183674591,2.056386366040247,1,44016,4036,2790,1244,2000,2020,0.0119860784162392,0.1567460113801657,1.0,4,2,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_log_pc/cycle2/siconfi_cycle2_infrastructure_spending_log_pc_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_log_pc/cycle2/infrastructure_spending/siconfi_cycle2_infrastructure_spending_log_pc
sinasc_highedu_very_low_birthweight_share_total_pp,Very-low-birthweight share: High education proxy,birth_health,sinasc_highedu,annual,near,0.051730524999253,0.051730524999253,2.0780257597207195,1,84584,4037,2792,1244,2000,2020,-0.0101512031634161,0.1474425877793546,0.75,1,0,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_very_low_birthweight_share_total_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_very_low_birthweight_share_total_pp
sinasc_all_very_low_birthweight_share_total_pp,Very-low-birthweight share: All mothers,birth_health,sinasc_all,annual,near,0.0365750291134149,0.0365750291134149,2.252124105479771,1,84609,4037,2792,1244,2000,2020,-0.0235497416970324,0.1655477850128986,0.75,1,1,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_very_low_birthweight_share_total_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_very_low_birthweight_share_total_pp
siconfi_annual_urbanism_share_total_revenue,"Urbanism share of total revenue, annual",siconfi_spending_shares,share_total_revenue,annual,near,-0.006852453715676,0.006852453715676,1.9959200459853053,1,81849,4036,2790,1244,2000,2020,-0.0187911736404623,0.0274419855962196,0.875,1,0,8,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/annual/siconfi_annual_urbanism_share_total_revenue_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/annual/share_total_revenue/siconfi_annual_urbanism_share_total_revenue
siconfi_cycle2_education_share_total_spending,"Education share of total expenditure, cycle2",siconfi_spending_shares,share_total_spending,cycle2,near,0.0028320289248624,0.0028320289248624,2.1746819182598847,1,44015,4036,2790,1244,2000,2020,-0.0011614041968722,0.011309262005366,0.75,2,1,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/siconfi_cycle2_education_share_total_spending_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/share_total_spending/siconfi_cycle2_education_share_total_spending
siconfi_cycle2_urbanism_share_total_revenue,"Urbanism share of total revenue, cycle2",siconfi_spending_shares,share_total_revenue,cycle2,near,-0.0020748492486149,0.0020748492486149,1.971914184846774,1,44014,4036,2790,1244,2000,2020,-0.0058013327686942,-0.0001060294083072,1.0,2,0,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/siconfi_cycle2_urbanism_share_total_revenue_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/share_total_revenue/siconfi_cycle2_urbanism_share_total_revenue
siconfi_cycle2_urbanism_share_total_spending,"Urbanism share of total expenditure, cycle2",siconfi_spending_shares,share_total_spending,cycle2,near,-0.001874300068956,0.001874300068956,2.23238735526965,1,44015,4036,2790,1244,2000,2020,-0.0059040848417049,0.0002999263661667,0.75,1,0,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/siconfi_cycle2_urbanism_share_total_spending_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/share_total_spending/siconfi_cycle2_urbanism_share_total_spending
siconfi_cycle2_infrastructure_spending_share_total_revenue,"Infrastructure share of total revenue, cycle2",siconfi_spending_shares,share_total_revenue,cycle2,near,0.0015751993806319,0.0015751993806319,2.19444062696287,1,44014,4036,2790,1244,2000,2020,-0.0015759085061886,0.0046862582162213,0.75,1,0,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/siconfi_cycle2_infrastructure_spending_share_total_revenue_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/share_total_revenue/siconfi_cycle2_infrastructure_spending_share_total_revenue
siconfi_cycle2_infrastructure_spending_share_total_spending,"Infrastructure share of total expenditure, cycle2",siconfi_spending_shares,share_total_spending,cycle2,near,0.0015248003693629,0.0015248003693629,2.4824944459869176,1,44015,4036,2790,1244,2000,2020,-0.0012157979593363,0.0043631033118392,0.75,1,0,4,resources/figures/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/siconfi_cycle2_infrastructure_spending_share_total_spending_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/siconfi_spending_shares/cycle2/share_total_spending/siconfi_cycle2_infrastructure_spending_share_total_spending
municipal_state_transport_share,Municipal-school students with state-responsibility transport,school_access_transport,municipal_school_access,annual,near,0.0005136300392284,0.0005136300392284,2.431622366747292,1,52365,4037,2790,1244,2008,2020,-0.0006426907773221,0.0017646628607706,0.625,6,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_state_transport_share_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_school_access/municipal_state_transport_share
ieps_hospitalizations_csap_per_100k,IEPS CSAP hospitalizations,birth_health,ieps,annual,fail,64.9117418976661,64.9117418976661,2.954512318578548,1,44383,4037,2792,1244,2010,2020,-40.6346228909294,233.6121789654839,0.75,4,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_hospitalizations_csap_per_100k_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_hospitalizations_csap_per_100k
ieps_hospitalizations_per_100k,IEPS hospitalizations,birth_health,ieps,annual,fail,33.76582604570257,33.76582604570257,2.458045603382019,2,44383,4037,2792,1244,2010,2020,-301.35707225583656,281.85014762443467,0.5,4,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_hospitalizations_per_100k_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_hospitalizations_per_100k
siconfi_investment_spending_pc_2008,Investment Spending Pc 2008,education,spending,annual,fail,-17.829216766873174,17.829216766873174,4.920481182574141,4,81889,4037,2790,1244,2000,2020,-50.24972151341081,0.5200074962657641,0.875,2,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/siconfi_investment_spending_pc_2008_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/spending/siconfi_investment_spending_pc_2008
ieps_mortality_per_100k,IEPS mortality,birth_health,ieps,annual,fail,9.057425650308772,9.057425650308772,6.59944458157464,5,44383,4037,2792,1244,2010,2020,-4.999190748446419,27.507395766685995,0.75,7,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_mortality_per_100k_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_mortality_per_100k
sim_mortality_per_100k,SIM all-cause mortality,birth_health,sim,annual,fail,6.797015922998554,6.797015922998554,7.232461872722089,8,84633,4037,2792,1244,2000,2020,-4.702045385513502,18.702268612790924,0.75,7,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_mortality_per_100k_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim/sim_mortality_per_100k
sinasc_dedicated_mean_birthweight_low_education,SINASC mean birthweight: low education proxy,birth_health,sinasc_dedicated,annual,fail,6.439044545031084,6.439044545031084,3.499659258710235,2,84310,4037,2792,1244,2000,2020,-0.8859905511265715,13.668906320958042,0.875,2,0,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_low_education_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated/sinasc_dedicated_mean_birthweight_low_education
sinasc_lowedu_mean_birthweight_grams,Mean birthweight: Low education proxy,birth_health,sinasc_lowedu,annual,fail,6.439044545031083,6.439044545031083,3.499659258710232,2,84310,4037,2792,1244,2000,2020,-0.8859905511265715,13.668906320958042,0.875,2,0,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mean_birthweight_grams_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_mean_birthweight_grams
inep_ind_municipal_taxa_aprovacao_em,Municipal Taxa Aprovacao Em,education,dropout_flow,annual,fail,6.241709927677256,6.241709927677256,2.244891483651875,2,1829,4037,335,115,2007,2019,-0.6628119498828235,14.270660414731095,0.875,4,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_aprovacao_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_taxa_aprovacao_em
public_child_enrollment_per_1000,"Regular child enrollment per 1,000 residents, public schools",adult_eja,child_enrollment,annual,fail,-5.817773342089837,5.817773342089837,9.868894784923969,8,56482,4037,2792,1244,2007,2020,-19.479500128170187,-0.7026513135729,1.0,8,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_child_enrollment_per_1000_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/public_child_enrollment_per_1000
municipal_child_enrollment_per_1000,"Regular child enrollment per 1,000 residents, municipal schools",adult_eja,child_enrollment,annual,fail,-5.813883293996541,5.813883293996541,5.0995686081691245,8,56482,4037,2792,1244,2007,2020,-21.900420913919326,-0.5362809617090596,1.0,5,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_child_enrollment_per_1000_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/municipal_child_enrollment_per_1000
saeb_municipal_grade5_math_saeb_mid_levels_3_5,Municipal Grade5 Math Mid Levels 3 5,education,achievement,biennial,fail,4.7306773752615525,4.7306773752615525,6.685794542029138,3,18635,4037,2721,1217,2010,2018,1.694056916357404,8.870620707680462,1.0,3,3,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_math_saeb_mid_levels_3_5
saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5,Public Estadual Municipal Grade5 Math Mid Levels 3 5,education,achievement,biennial,fail,4.673074223562593,4.673074223562593,7.259403676010558,3,19431,4037,2784,1244,2010,2018,1.6319043156885935,9.048614501457491,1.0,3,3,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5
imun_triplice_viral_d1_pp,Triple viral dose 1 coverage,birth_health,immunization,annual,fail,4.032523700386237,4.032523700386237,4.635860988821025,8,84548,4037,2792,1244,2000,2020,1.2942635418235529,7.825987808264211,1.0,7,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_triplice_viral_d1_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_triplice_viral_d1_pp
saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5,Municipal Grade5 Portuguese Mid Levels 3 5,education,achievement,biennial,fail,3.9751225543077537,3.9751225543077537,7.540229847914627,3,18635,4037,2721,1217,2010,2018,0.8303229577652513,8.182207111485413,1.0,3,3,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5
saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2,Public Estadual Municipal Grade5 Math Low Levels 0 2,education,achievement,biennial,fail,-3.849383042082658,3.849383042082658,4.8412397547716814,2,19431,4037,2784,1244,2010,2018,-9.316217540033271,-0.5329681587812716,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2
saeb_municipal_grade5_math_saeb_low_levels_0_2,Municipal Grade5 Math Low Levels 0 2,education,achievement,biennial,fail,-3.792097634405454,3.792097634405454,5.001647495023086,2,18635,4037,2721,1217,2010,2018,-9.033542324056226,-0.5891928756053859,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_math_saeb_low_levels_0_2
saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5,Public Estadual Municipal Grade5 Portuguese Mid Levels 3 5,education,achievement,biennial,fail,3.777190422181399,3.777190422181399,7.47958497676744,3,19431,4037,2784,1244,2010,2018,0.738807284532861,7.979751695416212,1.0,3,3,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5
saeb_municipal_grade9_math_media,Municipal Grade9 Math Media,education,achievement,biennial,fail,3.4674766162408277,3.4674766162408277,4.335855282152981,2,12128,4037,2037,725,2010,2018,0.838599806330222,7.4914070147004175,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_media_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_media
saeb_municipal_grade9_portuguese_media,Municipal Grade9 Portuguese Media,education,achievement,biennial,fail,3.2984114887051823,3.2984114887051823,5.570864990484997,3,12128,4037,2037,725,2010,2018,0.7428593632404916,6.986416659831663,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_media_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_media
ieps_prenatal_7plus_pp,IEPS 7+ prenatal visits share,birth_health,ieps,annual,fail,2.9735511308933416,2.9735511308933416,8.539058546179215,6,44384,4037,2792,1244,2010,2020,-0.1010519445102029,11.417874237350643,0.75,8,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_prenatal_7plus_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_prenatal_7plus_pp
saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5,Municipal Grade9 Portuguese Mid Levels 3 5,education,achievement,biennial,fail,2.878238110399824,2.878238110399824,6.1311904233093575,3,12128,4037,2037,725,2010,2018,0.5408591845789339,5.960220632881095,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5
saeb_municipal_grade9_math_saeb_low_levels_0_2,Municipal Grade9 Math Low Levels 0 2,education,achievement,biennial,fail,-2.558298871060153,2.558298871060153,4.765501627953235,2,12128,4037,2037,725,2010,2018,-5.896041916248387,-0.4800793075171723,1.0,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_saeb_low_levels_0_2
saeb_municipal_grade9_math_saeb_mid_levels_3_5,Municipal Grade9 Math Mid Levels 3 5,education,achievement,biennial,fail,2.5539909780577363,2.5539909780577363,5.734550054079149,2,12128,4037,2037,725,2010,2018,0.4454464696782614,5.824612510886725,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_saeb_mid_levels_3_5
inep_ind_publica_dsu_em,Publica Dsu Em,education,teacher_profile,annual,fail,2.546010842920213,2.546010842920213,7.581995627293063,5,40267,4037,2784,1244,2011,2020,0.3587332009522196,6.116645720861956,1.0,8,8,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_em
saeb_municipal_grade9_portuguese_saeb_low_levels_0_2,Municipal Grade9 Portuguese Low Levels 0 2,education,achievement,biennial,fail,-2.4915443193195403,2.4915443193195403,5.592633027341201,3,12128,4037,2037,725,2010,2018,-5.059260367716039,-0.6738769070405426,1.0,3,2,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_saeb_low_levels_0_2
ideb_municipal_ef_initial_taxa_aprovacao,Municipal Ef Initial Taxa Aprovacao,education,achievement,biennial,fail,2.306707839388624,2.306707839388624,7.077815434717292,3,29175,4037,2699,1214,2004,2018,0.2767549825626757,5.29160085709377,1.0,4,3,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_taxa_aprovacao_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_taxa_aprovacao
ideb_publica_ef_initial_taxa_aprovacao,Publica Ef Initial Taxa Aprovacao,education,achievement,biennial,fail,2.135257611876576,2.135257611876576,7.627200145187903,3,27433,4037,2786,1244,2004,2018,-0.5152052503730453,5.279076501899582,0.75,4,4,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_taxa_aprovacao_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_taxa_aprovacao
saeb_municipal_grade5_portuguese_saeb_low_levels_0_2,Municipal Grade5 Portuguese Low Levels 0 2,education,achievement,biennial,fail,-1.9913258072891895,1.9913258072891895,2.834653620594671,1,18635,4037,2721,1217,2010,2018,-5.294713925568869,0.0230250571991641,0.6666666666666666,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_portuguese_saeb_low_levels_0_2
saeb_public_estadual_municipal_grade9_portuguese_media,Public Estadual Municipal Grade9 Portuguese Media,education,achievement,biennial,fail,1.92811468486286,1.92811468486286,7.704561118597375,3,19482,4037,2788,1244,2010,2018,0.2047895407128861,4.575049204574517,1.0,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_media_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_media
sinasc_all_prenatal_7plus_share_known_pp,7+ prenatal visits share: All mothers,birth_health,sinasc_all,annual,fail,1.9165552839782096,1.9165552839782096,8.053071863359921,8,84607,4037,2792,1244,2000,2020,-0.1915839396310907,7.140734203300147,0.75,8,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_7plus_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_prenatal_7plus_share_known_pp
sinasc_lowedu_teen_mother_share_known_pp,Teen mother share: Low education proxy,birth_health,sinasc_lowedu,annual,fail,1.8393900694263652,1.8393900694263652,2.964273254871894,3,84312,4037,2792,1244,2000,2020,0.7409781245943061,3.516934253431721,1.0,8,8,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_teen_mother_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_teen_mother_share_known_pp
sinasc_lowedu_prenatal_7plus_share_known_pp,7+ prenatal visits share: Low education proxy,birth_health,sinasc_lowedu,annual,fail,1.837648832092012,1.837648832092012,6.6034165134988365,8,84310,4037,2792,1244,2000,2020,-0.8261834851650722,7.168249895017169,0.875,8,2,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_prenatal_7plus_share_known_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_prenatal_7plus_share_known_pp
inep_ind_publica_dsu_ef,Publica Dsu Ef,education,teacher_profile,annual,fail,1.810828958915729,1.810828958915729,6.636597386619178,5,40352,4037,2792,1244,2011,2020,0.7068815647934726,4.54018236943402,1.0,8,7,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_ef
saeb_public_estadual_municipal_grade9_portuguese_saeb_mid_levels_3_5,Public Estadual Municipal Grade9 Portuguese Mid Levels 3 5,education,achievement,biennial,fail,1.7629689036760483,1.7629689036760483,9.652920847076382,3,19482,4037,2788,1244,2010,2018,-0.1265823721888939,4.551219347885077,0.6666666666666666,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_saeb_mid_levels_3_5
saeb_public_estadual_municipal_grade9_math_saeb_mid_levels_3_5,Public Estadual Municipal Grade9 Math Mid Levels 3 5,education,achievement,biennial,fail,1.7524972695885552,1.7524972695885552,6.06753002323792,2,19482,4037,2788,1244,2010,2018,0.0905013771225127,4.92003112185027,1.0,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_math_saeb_mid_levels_3_5
saeb_public_estadual_municipal_grade9_math_media,Public Estadual Municipal Grade9 Math Media,education,achievement,biennial,fail,1.7478025221570832,1.7478025221570832,6.086034670403183,2,19482,4037,2788,1244,2010,2018,-0.0728983902132922,5.050354876362841,0.6666666666666666,3,1,3,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_math_media_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_math_media
inep_ind_publica_taxa_abandono_em,Publica Taxa Abandono Em,education,dropout_flow,annual,fail,-1.7385097358367745,1.7385097358367745,6.424053161921897,6,52275,4037,2786,1244,2007,2019,-4.700070896644419,-0.1065929681142112,1.0,8,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_em_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_abandono_em
ab_esf_coverage_pp,Family Health Strategy coverage,birth_health,primary_care,annual,fail,-1.733006620330542,1.733006620330542,6.090429158868608,8,56475,4037,2792,1244,2007,2020,-4.96694151725278,0.2614993975943109,0.875,8,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ab_esf_coverage_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/primary_care/ab_esf_coverage_pp
inep_ind_publica_taxa_aprovacao_ef_anos_finais,Publica Taxa Aprovacao Ef Anos Finais,education,dropout_flow,annual,fail,1.7038573693874317,1.7038573693874317,3.177466405862857,4,52439,4037,2792,1244,2007,2019,-0.0950278289721651,6.1005826641955165,0.75,5,4,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_ef_anos_finais_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_ef_anos_finais
ideb_municipal_ef_initial_nota_saeb_lingua_portuguesa,Municipal Ef Initial Nota Lingua Portuguesa,education,achievement,biennial,fail,-1.6589415441340345,1.6589415441340345,5.330959335420168,4,28727,4037,2697,1213,2004,2018,-2.3775174264881724,-0.6883037730424498,1.0,1,1,4,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_nota_saeb_lingua_portuguesa_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_nota_saeb_lingua_portuguesa
inep_ind_municipal_taxa_aprovacao_ef,Municipal Taxa Aprovacao Ef,education,dropout_flow,annual,fail,1.6145933758955535,1.6145933758955535,2.7969661832443413,1,52118,4037,2784,1242,2007,2019,0.10713099571181,5.610874989779016,1.0,7,6,8,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_aprovacao_ef_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_taxa_aprovacao_ef
ab_total_coverage_pp,Total primary-care coverage,birth_health,primary_care,annual,fail,-1.5818529579324043,1.5818529579324043,5.860651691586139,8,56475,4037,2792,1244,2007,2020,-3.9274191034753914,0.2219535062917903,0.875,8,3,8,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ab_total_coverage_pp_bjs_ref0_nonhybrid.png,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/primary_care/ab_total_coverage_pp
