term,estimate,std.error,conf.low,conf.high,event_time
0,0.08093344290845837,0.0013466510654240916,0.07829400682022715,0.0835728789966896,0
2,0.04821694957831134,0.0017735784676376975,0.04474073578174145,0.051693163374881224,2
4,0.041945939886284686,0.0014398164791314825,0.03912389958718698,0.04476798018538239,4
6,0.026816617836477513,0.001938993956601752,0.02301618968153808,0.030617045991416948,6
8,0.02384801011784346,0.002653257207517763,0.018647625991108644,0.029048394244578276,8
